Transaction Size (bytes),Number of Transactions,Architecture,Mechanism,Memory Type,Pattern,RISC-V Processor,Run Host ID,Master Grid Dimensions,Subordinate Grid Dimensions,Latency (cycles),Bandwidth (bytes/cycle)
2048,4096,blackhole,unicast,l1,all_from_all,riscv_1,264192,11x10,4x4,2405258.0,3.488855720490893
4096,4096,blackhole,unicast,l1,all_from_all,riscv_1,265216,11x10,4x4,4923000.5,3.4081275829695548
8192,4096,blackhole,unicast,l1,all_from_all,riscv_1,266240,11x10,4x4,9862421.5,3.402284813908576
16384,4096,blackhole,unicast,l1,all_from_all,riscv_1,267264,11x10,4x4,20848352.5,3.218985560245817
32768,4096,blackhole,unicast,l1,all_from_all,riscv_1,268288,11x10,4x4,39637408.0,3.387499158927177
65536,4096,blackhole,unicast,l1,all_from_all,riscv_1,269312,11x10,4x4,80731690.5,3.325133891004369
64,110,blackhole,unicast,l1,all_from_all,riscv_1,270336,4x4,11x10,5162.0,1.3638125269667474
128,110,blackhole,unicast,l1,all_from_all,riscv_1,271360,4x4,11x10,5174.5,2.721037093772285
256,110,blackhole,unicast,l1,all_from_all,riscv_1,272384,4x4,11x10,5359.0,5.2547124318266345
512,110,blackhole,unicast,l1,all_from_all,riscv_1,273408,4x4,11x10,5728.0,9.83246097170759
1024,110,blackhole,unicast,l1,all_from_all,riscv_1,274432,4x4,11x10,7985.5,14.10558630237178
2048,110,blackhole,unicast,l1,all_from_all,riscv_1,275456,4x4,11x10,14887.0,15.132679467628057
4096,110,blackhole,unicast,l1,all_from_all,riscv_1,276480,4x4,11x10,38118.0,11.822865312665986
8192,110,blackhole,unicast,l1,all_from_all,riscv_1,277504,4x4,11x10,82349.0,10.944546343276208
16384,110,blackhole,unicast,l1,all_from_all,riscv_1,278528,4x4,11x10,197459.5,9.12727788333514
32768,110,blackhole,unicast,l1,all_from_all,riscv_1,279552,4x4,11x10,305990.0,11.779820560388647
65536,110,blackhole,unicast,l1,all_from_all,riscv_1,280576,4x4,11x10,675482.0,10.690732681017948
64,1760,blackhole,unicast,l1,all_from_all,riscv_1,281600,4x4,11x10,60544.5,1.8604503559327092
128,1760,blackhole,unicast,l1,all_from_all,riscv_1,282624,4x4,11x10,60814.5,3.704381785671752
256,1760,blackhole,unicast,l1,all_from_all,riscv_1,283648,4x4,11x10,63395.0,7.110742711674616
512,1760,blackhole,unicast,l1,all_from_all,riscv_1,284672,4x4,11x10,84492.5,10.696566284379296
1024,1760,blackhole,unicast,l1,all_from_all,riscv_1,285696,4x4,11x10,171501.5,10.509014041273925
2048,1760,blackhole,unicast,l1,all_from_all,riscv_1,286720,4x4,11x10,323277.0,11.15120558670777
4096,1760,blackhole,unicast,l1,all_from_all,riscv_1,287744,4x4,11x10,654073.0,11.021931092595397
8192,1760,blackhole,unicast,l1,all_from_all,riscv_1,288768,4x4,11x10,1373232.0,10.499441352712099
16384,1760,blackhole,unicast,l1,all_from_all,riscv_1,289792,4x4,11x10,3247174.5,8.880409490271077
32768,1760,blackhole,unicast,l1,all_from_all,riscv_1,290816,4x4,11x10,5613848.5,10.273199321636156
65536,1760,blackhole,unicast,l1,all_from_all,riscv_1,291840,4x4,11x10,11015841.5,10.473293819043096
64,28160,blackhole,unicast,l1,all_from_all,riscv_1,292864,4x4,11x10,934500.5,1.928575777143676
128,28160,blackhole,unicast,l1,all_from_all,riscv_1,293888,4x4,11x10,984401.0,3.6616064865215368
256,28160,blackhole,unicast,l1,all_from_all,riscv_1,294912,4x4,11x10,1080163.5,6.674411185476094
512,28160,blackhole,unicast,l1,all_from_all,riscv_1,295936,4x4,11x10,1361936.0,10.586383587474781
1024,28160,blackhole,unicast,l1,all_from_all,riscv_1,296960,4x4,11x10,2427420.0,11.88522494050242
2048,28160,blackhole,unicast,l1,all_from_all,riscv_1,297984,4x4,11x10,4787291.5,12.049254960239026
4096,28160,blackhole,unicast,l1,all_from_all,riscv_1,299008,4x4,11x10,10387669.5,11.104364203627714
8192,28160,blackhole,unicast,l1,all_from_all,riscv_1,300032,4x4,11x10,20244147.5,11.395690650472103
16384,28160,blackhole,unicast,l1,all_from_all,riscv_1,301056,4x4,11x10,41284706.0,11.175666064532724
32768,28160,blackhole,unicast,l1,all_from_all,riscv_1,302080,4x4,11x10,72192327.0,12.786235834840175
65536,28160,blackhole,unicast,l1,all_from_all,riscv_1,303104,4x4,11x10,138553324.5,13.325455426780865
